population,h3
170.5838165283203,881f18b557fffff
2361.583984375,881f1d4b6bfffff
2744.009033203125,881f1d4aebfffff
816.8362426757812,881f1d40abfffff
2138.799072265625,881f1d4d3dfffff
3066.115966796875,881f1d4dc5fffff
2358.0185546875,881f1d4dd5fffff
2164.611572265625,881f1d4c51fffff
1734.034423828125,881f18b0d9fffff
617.4815063476562,881f1d4b49fffff
1168.78271484375,881f188641fffff
1168.78271484375,881f188647fffff
3018.536865234375,881f1d4817fffff
465.8168029785156,881f18b539fffff
2633.208251953125,881f1d4da5fffff
2595.010498046875,881f1884d5fffff
3104.079833984375,881f18b237fffff
3005.789794921875,881f1d4a15fffff
3048.6484375,881f18b0c5fffff
3088.361572265625,881f1d4b0bfffff
3178.4677734375,881f1d4c3bfffff
147.117431640625,881f18845dfffff
3042.994140625,881f1d4aa9fffff
2806.14697265625,881f18b319fffff
2150.319091796875,881f18b29bfffff
2975.64404296875,881f1d4d2dfffff
3045.3369140625,881f1d4835fffff
778.1177978515625,881f1d4a09fffff
2814.600830078125,881f18b2ebfffff
669.463134765625,881f18b6a5fffff
643.95751953125,881f1d41d1fffff
3091.6982421875,881f1d49d5fffff
2043.55615234375,881f1d4195fffff
3018.1806640625,881f18b089fffff
1251.700439453125,881f1d4969fffff
3140.331787109375,881f1d49bdfffff
2642.947265625,881f1d4cb5fffff
2642.947265625,881f1d4cbdfffff
1028.87353515625,881f1d4809fffff
3161.432861328125,881f1d4a93fffff
3161.432861328125,881f1d4f69fffff
2610.201904296875,881f1d4cabfffff
619.900634765625,881f18b6a1fffff
619.900634765625,881f18b6a7fffff
2107.76025390625,881f1d4debfffff
1538.0323486328125,881f18b2cbfffff
51.98885726928711,881f18b429fffff
3144.20556640625,881f1d4c17fffff
3170.68359375,881f1d4993fffff
2776.499755859375,881f1d4b0dfffff
1913.8592529296875,881f1d4a31fffff
3111.879638671875,881f1d4ac1fffff
999.2015991210938,881f18b41bfffff
2312.5283203125,881f18b285fffff
2412.93798828125,881f18b2a9fffff
784.052978515625,881f1d58a9fffff
1667.9888916015625,881f1d413bfffff
3077.840576171875,881f18b227fffff
1110.5518798828125,881f18b719fffff
1110.5518798828125,881f18b753fffff
2043.4329833984375,881f18b76bfffff
330.05914306640625,881f1d4935fffff
2390.042724609375,881f1d4b33fffff
270.4699401855469,881f18b42dfffff
3084.843505859375,881f1d4a9bfffff
291.742919921875,881f18b425fffff
2630.09765625,881f1d49c1fffff
3052.580810546875,881f18b01bfffff
3062.845703125,881f1d4839fffff
2613.9033203125,881f18b281fffff
1201.9005126953125,881f1d4919fffff
1831.6297607421875,881f1d4a57fffff
2591.70166015625,881f1d4c01fffff
2591.70166015625,881f1d4c09fffff
2498.7958984375,881f18b059fffff
2910.123291015625,881f1d4d4dfffff
148.60360717773438,881f1d59e7fffff
1337.5758056640625,881f1d4087fffff
420.7237243652344,881f1d4965fffff
2682.64990234375,881f1d4c57fffff
1279.0098876953125,881f1d4e29fffff
2872.586669921875,881f1d4a97fffff
1208.585693359375,881f18b543fffff
917.7619018554688,881f1d419dfffff
2945.548828125,881f18b2b3fffff
2829.11767578125,881f1d486dfffff
725.7075805664062,881f1894d5fffff
1841.1221923828125,881f18b283fffff
1721.4195556640625,881f1d4e31fffff
2009.47607421875,881f1d4941fffff
665.5667724609375,881f18b039fffff
2214.801513671875,881f18b257fffff
1744.73046875,881f1d49adfffff
67.81134796142578,881f1d4925fffff
3070.1201171875,881f188693fffff
1958.060546875,881f1d41a9fffff
3149.375732421875,881f1d4989fffff
3149.375732421875,881f1d49c3fffff
2987.678466796875,881f1d4d45fffff
340.83013916015625,881f18b149fffff
1932.3380126953125,881f1d4105fffff
2560.8046875,881f18b547fffff
3006.52001953125,881f1d48c1fffff
498.20904541015625,881f1d40a1fffff
498.20904541015625,881f1d40a9fffff
2342.63037109375,881f1d4f13fffff
3061.20068359375,881f18b0c7fffff
3057.949462890625,881f1886b3fffff
2243.072509765625,881f1d4cb9fffff
3065.707275390625,881f1d489bfffff
3084.013916015625,881f18b307fffff
709.1583862304688,881f188633fffff
3172.134765625,881f1d4995fffff
2986.216796875,881f1d4b17fffff
2653.7392578125,881f1d41b9fffff
603.672607421875,881f188655fffff
2947.15966796875,881f1d4f3bfffff
3151.753173828125,881f1d4981fffff
1089.338134765625,881f18b5c9fffff
2188.75146484375,881f1d4e47fffff
2746.689453125,881f1d4129fffff
414.8118591308594,881f1886c7fffff
2210.688720703125,881f1d4953fffff
1926.71826171875,881f1d49a5fffff
3170.14208984375,881f1886bbfffff
2672.702880859375,881f1d482dfffff
2399.238525390625,881f18b707fffff
2399.238525390625,881f18b701fffff
421.0775146484375,881f1886d9fffff
1629.1846923828125,881f1d4863fffff
3147.378662109375,881f1d4a13fffff
2567.486572265625,881f1d4b3bfffff
352.101806640625,881f188401fffff
3156.58251953125,881f1d4dc9fffff
3004.068603515625,881f1d4acbfffff
3103.236328125,881f1d4a3bfffff
2812.103759765625,881f18b667fffff
2354.103515625,881f18b549fffff
2776.831787109375,881f1d41a1fffff
2632.377685546875,881f1d4d29fffff
397.98016357421875,881f1886c1fffff
864.6797485351562,881f1d4b4bfffff
3075.818115234375,881f18b081fffff
1915.6817626953125,881f1d5895fffff
1915.6817626953125,881f1d58bbfffff
369.5486755371094,881f1d4929fffff
3015.43603515625,881f1d4c0dfffff
2907.980224609375,881f1d4d87fffff
96.2884292602539,881f18b585fffff
3057.3076171875,881f18b015fffff
2617.991455078125,881f18b703fffff
74.60175323486328,881f1d4a05fffff
1796.264404296875,881f18b505fffff
1246.4521484375,881f188455fffff
2987.815185546875,881f1d4b25fffff
1082.7679443359375,881f188441fffff
2648.926513671875,881f1d494bfffff
433.561767578125,881f1d41d3fffff
1944.3604736328125,881f1d4dc1fffff
1944.3604736328125,881f1d4dc7fffff
2881.014404296875,881f1d4acdfffff
2881.014404296875,881f1d4127fffff
2873.716552734375,881f1d4d47fffff
365.4375,881f1d4081fffff
538.3621215820312,881f18b509fffff
2682.52685546875,881f1d4d91fffff
184.85191345214844,881f1d59a9fffff
444.3680725097656,881f188429fffff
3047.39501953125,881f1d4a1dfffff
3141.720458984375,881f1d4f47fffff
2105.086181640625,881f18949bfffff
3177.630859375,881f1d4d53fffff
2985.0791015625,881f18b259fffff
2985.0791015625,881f18b251fffff
2107.0146484375,881f1d4dabfffff
1322.4676513671875,881f1d40bbfffff
231.84942626953125,881f1d59bdfffff
231.84942626953125,881f1d5987fffff
2558.388427734375,881f18b739fffff
2558.388427734375,881f18b731fffff
3078.416259765625,881f1d48cbfffff
3068.268310546875,881f1d4ce3fffff
3035.552978515625,881f18b2adfffff
1302.84423828125,881f1d4cbbfffff
443.23211669921875,881f1d4a29fffff
1270.6815185546875,881f18b203fffff
2783.596923828125,881f1d4b53fffff
2166.63818359375,881f18b055fffff
3131.50927734375,881f18b027fffff
2476.0732421875,881f18b71dfffff
2898.42333984375,881f18b2c1fffff
2613.819580078125,881f18b327fffff
2613.819580078125,881f18b321fffff
3065.1025390625,881f18b001fffff
3180.353271484375,881f18b26dfffff
2937.671875,881f1d4d83fffff
2991.379638671875,881f1d4ac7fffff
2991.379638671875,881f1d4a8dfffff
660.9764404296875,881f18b4c9fffff
660.9764404296875,881f18b4c1fffff
3104.914794921875,881f1d4c29fffff
3125.64599609375,881f1d4f0dfffff
3016.55322265625,881f18b359fffff
2756.767578125,881f18b64dfffff
549.5870971679688,881f18b621fffff
2722.737060546875,881f1d4b05fffff
228.00880432128906,881f18b4a5fffff
3210.490966796875,881f1d49b7fffff
1454.594970703125,881f1d4a4dfffff
2433.265869140625,881f18b569fffff
2411.29638671875,881f18b761fffff
2887.80859375,881f1d4b55fffff
841.6554565429688,881f18b501fffff
3170.35595703125,881f18b067fffff
691.670654296875,881f1d59b3fffff
2730.61767578125,881f1886b7fffff
3155.89111328125,881f1d4d03fffff
3088.663330078125,881f1d4891fffff
3029.6513671875,881f1d4f41fffff
659.22802734375,881f1d41e3fffff
659.22802734375,881f1d41ebfffff
3011.523193359375,881f1d4889fffff
2756.71923828125,881f18b2a1fffff
2823.7841796875,881f18b355fffff
1007.6564331054688,881f18b733fffff
3159.703369140625,881f1d4f05fffff
3168.002197265625,881f1d4d09fffff
382.49737548828125,881f18b459fffff
2271.711181640625,881f1d5893fffff
239.57260131835938,881f188621fffff
3168.1748046875,881f1d4f6bfffff
3168.1748046875,881f1d4f63fffff
2950.31982421875,881f1d4d07fffff
1107.851806640625,881f1d40a7fffff
2660.97314453125,881f1d4133fffff
146.83709716796875,881f18b587fffff
561.3418579101562,881f1d496dfffff
3040.487548828125,881f1d48c5fffff
1924.9090576171875,881f18b2ddfffff
1174.44091796875,881f1d4a37fffff
482.7845458984375,881f1d41c1fffff
235.15655517578125,881f18b635fffff
235.15655517578125,881f18b63dfffff
2909.4404296875,881f18b091fffff
1232.763427734375,881f1d4e6bfffff
258.66943359375,881f18b62bfffff
969.408935546875,881f188663fffff
1371.2421875,881f1d4101fffff
2355.1845703125,881f18b757fffff
3135.747802734375,881f18b317fffff
2991.40087890625,881f18b28dfffff
3080.257080078125,881f1d4f49fffff
3110.154541015625,881f18b34dfffff
2722.955322265625,881f1d494dfffff
213.06178283691406,881f18b5c5fffff
1560.00390625,881f188681fffff
3035.270751953125,881f1d4831fffff
3024.443603515625,881f1d4ca7fffff
2521.22802734375,881f1d4f4dfffff
2238.15185546875,881f18b709fffff
3046.57080078125,881f18b06bfffff
3008.0546875,881f1d4d51fffff
2773.461181640625,881f18b70bfffff
3068.58935546875,881f1d4ca1fffff
399.57769775390625,881f1d4e05fffff
1775.3807373046875,881f18b727fffff
1775.3807373046875,881f18b54dfffff
2792.913330078125,881f1d4183fffff
3079.75,881f18b347fffff
799.5790405273438,881f18b457fffff
1168.786865234375,881f18b749fffff
1006.2445678710938,881f18b5e5fffff
2517.10009765625,881f18b21dfffff
275.30670166015625,881f18b439fffff
2875.080078125,881f18b0bbfffff
2875.080078125,881f18b095fffff
2901.302734375,881f1d4f07fffff
1212.3463134765625,881f1d4841fffff
681.77587890625,881f18969bfffff
558.6366577148438,881f18873bfffff
1576.8382568359375,881f1d419bfffff
1018.04296875,881f18868bfffff
2912.08251953125,881f1d4d8bfffff
278.84320068359375,881f18871bfffff
3058.263427734375,881f18b2b7fffff
2963.640625,881f1d49cbfffff
3029.9345703125,881f1d4d25fffff
2993.214111328125,881f18b337fffff
1856.3731689453125,881f1d4b43fffff
3046.680908203125,881f18b0d3fffff
2590.6220703125,881f1d4e49fffff
241.27540588378906,881f18b5d1fffff
2928.226318359375,881f18b661fffff
3192.81591796875,881f1d4dadfffff
2953.3671875,881f1d41a3fffff
3024.773681640625,881f1d49abfffff
3117.8515625,881f18b2cdfffff
2833.712890625,881f1d49a3fffff
3162.04150390625,881f18b00dfffff
2663.179931640625,881f18869bfffff
83.3353042602539,881f18b5a9fffff
3153.234130859375,881f1d4de1fffff
3042.417236328125,881f1d4d33fffff
3035.595947265625,881f1d48adfffff
3035.595947265625,881f1d48a5fffff
2883.615966796875,881f18b363fffff
3019.399169921875,881f1d4d65fffff
178.23373413085938,881f18b553fffff
178.23373413085938,881f18b519fffff
3183.859619140625,881f1d4987fffff
2975.5546875,881f18b331fffff
2963.267578125,881f18b2abfffff
2963.267578125,881f18b2a3fffff
3111.729248046875,881f1d4823fffff
691.1690063476562,881f188461fffff
390.67327880859375,881f1d4a6dfffff
2768.2158203125,881f18b301fffff
2039.3231201171875,881f1d485bfffff
619.4801025390625,881f18b4c7fffff
3173.2373046875,881f1d4c31fffff
3002.763916015625,881f1d483bfffff
3002.763916015625,881f1d4815fffff
2287.34326171875,881f18b561fffff
2829.0029296875,881f1d4e45fffff
1247.8521728515625,881f1d4917fffff
1247.8521728515625,881f1d4911fffff
3116.585205078125,881f1886b1fffff
3150.407958984375,881f18b06dfffff
477.77410888671875,881f1d4931fffff
3135.166015625,881f188697fffff
3135.166015625,881f18b36dfffff
496.43170166015625,881f1d4e33fffff
1902.32958984375,881f1d58bdfffff
513.3212280273438,881f1d40a5fffff
2302.661865234375,881f18b043fffff
3142.4287109375,881f1d4d43fffff
343.720703125,881f18b4e3fffff
2581.770263671875,881f1d49edfffff
3080.860107421875,881f1d489dfffff
2946.27880859375,881f18b341fffff
2033.3641357421875,881f18b293fffff
403.21685791015625,881f18b50bfffff
2781.90673828125,881f1d4b09fffff
396.7197570800781,881f1d4e63fffff
1687.98486328125,881f1d4b5dfffff
1687.98486328125,881f1d59b7fffff
3079.486083984375,881f1d4d5dfffff
1618.610107421875,881f1d4b41fffff
3057.44970703125,881f18b245fffff
33.26826477050781,881f188615fffff
1763.4876708984375,881f1886b5fffff
3000.875,881f1d4883fffff
1762.489990234375,881f18b73dfffff
1470.935791015625,881f18b20bfffff
2894.870849609375,881f18b329fffff
2380.35302734375,881f1d40b5fffff
2185.707275390625,881f1d4a1bfffff
2991.27734375,881f1d4d41fffff
378.4704284667969,881f18b5adfffff
1661.215087890625,881f18b287fffff
2963.88525390625,881f1d4dedfffff
1532.2828369140625,881f1d4e3dfffff
1866.48681640625,881f1d41e7fffff
462.6104431152344,881f18b449fffff
447.26983642578125,881f18b53dfffff
474.86932373046875,881f1d4a25fffff
1863.6805419921875,881f1d410dfffff
2849.457275390625,881f18b159fffff
2645.5595703125,881f1d49e9fffff
2185.385986328125,881f1d4d1bfffff
2982.365478515625,881f1d4adbfffff
1846.5457763671875,881f1d4125fffff
1846.5457763671875,881f1d412dfffff
1523.0880126953125,881f1d4f51fffff
630.4205932617188,881f1d4a23fffff
630.4205932617188,881f1d4849fffff
2132.95654296875,881f18b08bfffff
2984.97900390625,881f1d4ad7fffff
2921.88427734375,881f1d4c81fffff
225.73703002929688,881f1d4927fffff
1964.73681640625,881f18b541fffff
2594.543701171875,881f1d4c87fffff
778.1737670898438,881f1d4e2dfffff
1214.4564208984375,881f1d4a2dfffff
2712.14892578125,881f18b2d3fffff
3152.4169921875,881f1d48a7fffff
3162.08642578125,881f18b24dfffff
3156.455078125,881f1d4f61fffff
2878.673583984375,881f1d4a99fffff
537.1513671875,881f1d4321fffff
2942.665283203125,881f18b2e7fffff
3118.46923828125,881f18b253fffff
1980.2855224609375,881f1d49a1fffff
1980.2855224609375,881f1d49a9fffff
186.54978942871094,881f18b5c7fffff
2986.44140625,881f1d48c3fffff
1761.998779296875,881f18b151fffff
2647.810791015625,881f1d49c5fffff
240.19898986816406,881f1d4e39fffff
2771.523193359375,881f1d4ad1fffff
2917.946044921875,881f1d4d67fffff
1441.3890380859375,881f18b54bfffff
2905.400634765625,881f18b309fffff
2156.106201171875,881f1d4131fffff
690.878662109375,881f188717fffff
3024.4833984375,881f1d4c6bfffff
3156.9169921875,881f1d4c15fffff
3025.222412109375,881f1d4a89fffff
1051.7987060546875,881f18b627fffff
2469.322509765625,881f1d4d23fffff
295.95330810546875,881f1d59b9fffff
3060.89697265625,881f1d4837fffff
1802.3177490234375,881f188685fffff
1802.3177490234375,881f1886abfffff
2827.7578125,881f1d480bfffff
2827.7578125,881f1d4803fffff
3148.484619140625,881f1d4d57fffff
3187.965087890625,881f18b247fffff
207.50099182128906,881f188703fffff
2338.16552734375,881f1884c3fffff
2967.5361328125,881f1d480dfffff
2617.696044921875,881f1d4ae7fffff
2750.740966796875,881f1d4801fffff
3023.891357421875,881f1d4869fffff
3023.891357421875,881f1d4861fffff
2163.998291015625,881f1d4b45fffff
315.0157165527344,881f1d4905fffff
545.630126953125,881f188715fffff
2734.437744140625,881f1d4dc3fffff
1888.066162109375,881f1d4d93fffff
300.7345886230469,881f18b5d7fffff
2061.97021484375,881f1d4161fffff
347.56036376953125,881f188635fffff
2704.021240234375,881f18b09dfffff
1112.0831298828125,881f188453fffff
1112.0831298828125,881f188419fffff
295.0634765625,881f18862bfffff
2986.335205078125,881f1d49c7fffff
3064.04248046875,881f1d49dbfffff
3064.04248046875,881f1d48e5fffff
677.3430786132812,881f1d58b7fffff
3164.525390625,881f1d4ab7fffff
566.08740234375,881f1d4a59fffff
287.8017883300781,881f188627fffff
287.8017883300781,881f18844dfffff
2948.732666015625,881f1d4887fffff
2920.635009765625,881f1d4d05fffff
2384.227783203125,881f18b267fffff
3063.72900390625,881f18b01dfffff
1949.3211669921875,881f18b2d5fffff
1949.3211669921875,881f18b28bfffff
3146.726318359375,881f18b061fffff
2571.656494140625,881f1d4aadfffff
2391.554931640625,881f18b09bfffff
1453.8743896484375,881f18b741fffff
2849.1455078125,881f18b563fffff
1311.397705078125,881f18b411fffff
664.7501220703125,881f18b40bfffff
1286.9237060546875,881f18844bfffff
2024.7972412109375,881f1d4121fffff
2798.242919921875,881f1d4c4dfffff
415.62933349609375,881f18b46dfffff
829.4314575195312,881f18b5edfffff
3022.302734375,881f1d4dbbfffff
2835.34619140625,881f18b0c3fffff
1177.874755859375,881f1d4f53fffff
195.1765899658203,881f18b513fffff
195.1765899658203,881f18b5e9fffff
1171.5115966796875,881f188629fffff
3103.89111328125,881f1d4ab5fffff
2439.8515625,881f18b0c9fffff
3101.9638671875,881f1d48a3fffff
799.16796875,881f1d4933fffff
2637.65380859375,881f18b323fffff
3150.342529296875,881f1d4f45fffff
136.1802520751953,881f188623fffff
3136.993896484375,881f1d4de9fffff
803.7633666992188,881f1d4a51fffff
684.70751953125,881f1d40e5fffff
2617.928466796875,881f18b255fffff
3011.92041015625,881f18b0cbfffff
974.1171875,881f1886a5fffff
2954.755615234375,881f1d4f1dfffff
3075.595703125,881f1d4ac5fffff
3143.789794921875,881f1d48d7fffff
2991.451416015625,881f18b02dfffff
3185.2861328125,881f1d48d3fffff
3185.2861328125,881f1d4899fffff
825.8006591796875,881f1d4a61fffff
340.3923645019531,881f1894c3fffff
2982.046142578125,881f18b2d1fffff
769.662841796875,881f1d416dfffff
594.6053466796875,881f1d4937fffff
1154.5057373046875,881f1d4f19fffff
3004.114501953125,881f1d48d5fffff
162.9781951904297,881f1d492dfffff
1112.8404541015625,881f1d599bfffff
2937.439697265625,881f1d4b67fffff
83.90177917480469,881f18b405fffff
3156.39208984375,881f1d48dbfffff
155.23121643066406,881f18b5a1fffff
3160.4716796875,881f18b003fffff
1392.4677734375,881f1886adfffff
2846.70654296875,881f18b357fffff
1213.2352294921875,881f1d4959fffff
2864.048095703125,881f1d4f0bfffff
3218.142333984375,881f1d4f65fffff
2943.25048828125,881f1d4a8bfffff
2758.404052734375,881f1d4d31fffff
2756.19677734375,881f18b08dfffff
2675.470458984375,881f18b041fffff
686.4379272460938,881f1d41c7fffff
2621.232177734375,881f18b723fffff
2735.13720703125,881f1d41b7fffff
2654.922119140625,881f18b265fffff
2654.922119140625,881f18b35bfffff
232.5345001220703,881f18b637fffff
1477.748046875,881f1d4e23fffff
3163.779052734375,881f1d49d1fffff
3199.83935546875,881f18b005fffff
1175.9093017578125,881f1d490bfffff
2702.514404296875,881f1d4145fffff
2975.724365234375,881f18b311fffff
2239.343994140625,881f1d4845fffff
630.1835327148438,881f1d4a0bfffff
2773.18115234375,881f1d4f11fffff
274.8935852050781,881f1d4923fffff
3130.802490234375,881f1d4825fffff
313.6526184082031,881f1886c9fffff
361.9951477050781,881f18b5c1fffff
2621.0576171875,881f1d491bfffff
2143.57373046875,881f1d4a53fffff
266.7004089355469,881f1d490dfffff
3026.31005859375,881f18b0d5fffff
247.70877075195312,881f1d40c5fffff
1421.625244140625,881f1d4e25fffff
2957.41015625,881f1d48ddfffff
2826.732666015625,881f18b31bfffff
2826.732666015625,881f18b225fffff
354.2774963378906,881f1886e9fffff
1505.302978515625,881f18846bfffff
3014.267822265625,881f1d4a85fffff
261.3958435058594,881f18a291fffff
261.3958435058594,881f18a299fffff
3129.720947265625,881f1d4f35fffff
3129.720947265625,881f1d4d4bfffff
505.7057189941406,881f1d41e9fffff
2808.56787109375,881f1d4b31fffff
2555.21923828125,881f1d4c0bfffff
3063.15869140625,881f1d49d3fffff
216.16162109375,881f1d58a5fffff
195.84292602539062,881f1d59abfffff
249.72084045410156,881f1d408dfffff
1015.7405395507812,881f18b747fffff
3076.612060546875,881f18b217fffff
2451.6748046875,881f18b0ddfffff
2867.10888671875,881f18b66bfffff
3030.903076171875,881f1d481dfffff
2973.88720703125,881f18b369fffff
2589.444580078125,881f1d4e41fffff
2774.224853515625,881f1d4d9dfffff
3172.71630859375,881f1d4f25fffff
1137.229248046875,881f18b427fffff
2649.6904296875,881f18b093fffff
42.44318771362305,881f188625fffff
3110.786865234375,881f18b099fffff
639.6122436523438,881f1d41c9fffff
2918.58837890625,881f1d4f57fffff
3182.075927734375,881f1d4997fffff
3054.9873046875,881f18b05dfffff
3104.4091796875,881f1d4c37fffff
3152.067626953125,881f18b313fffff
2358.553466796875,881f1d5891fffff
2485.935791015625,881f1d41bbfffff
371.4885559082031,881f188711fffff
2918.5859375,881f1d4f43fffff
458.3704528808594,881f189497fffff
3123.0107421875,881f1d4d5bfffff
1935.960693359375,881f1894ddfffff
1049.905517578125,881f18b417fffff
1049.905517578125,881f18b4edfffff
2642.751220703125,881f18b223fffff
653.5057373046875,881f1d4909fffff
3051.568603515625,881f1d48b1fffff
3051.568603515625,881f1d48b7fffff
3159.955810546875,881f18b35dfffff
3088.5986328125,881f1d4dcbfffff
1477.6610107421875,881f1d4847fffff
3219.915283203125,881f1d4f27fffff
3100.5625,881f1d4a87fffff
3100.5625,881f1d4a81fffff
2953.873046875,881f1d49c9fffff
2207.280029296875,881f18b2bdfffff
1295.8345947265625,881f188459fffff
1295.8345947265625,881f188451fffff
2272.284423828125,881f1d4139fffff
3127.420166015625,881f18b2edfffff
2266.890625,881f18b2e3fffff
553.803955078125,881f188689fffff
254.64649963378906,881f18b631fffff
3070.9921875,881f1d4c61fffff
938.30029296875,881f18b74dfffff
129.10362243652344,881f1d4963fffff
667.7644653320312,881f188643fffff
968.7335815429688,881f18b43dfffff
2335.487548828125,881f18b545fffff
2048.310302734375,881f18b70dfffff
3063.46533203125,881f18b339fffff
27.579792022705078,881f188719fffff
1500.34716796875,881f1d4da7fffff
3009.44091796875,881f1d4135fffff
1491.8052978515625,881f1d4d8dfffff
2872.58447265625,881f188691fffff
1879.580078125,881f1d4189fffff
2619.098388671875,881f18b721fffff
3039.775146484375,881f18b755fffff
811.1133422851562,881f1886e7fffff
545.0596923828125,881f188463fffff
686.3604125976562,881f18b6e7fffff
1096.5098876953125,881f18b717fffff
2097.68701171875,881f1d4e35fffff
1584.106689453125,881f1d40b9fffff
1584.106689453125,881f1d4083fffff
2722.693603515625,881f1d4193fffff
2360.511474609375,881f1d4c65fffff
773.383544921875,881f1d4947fffff
1880.390625,881f1d4aa5fffff
3058.195556640625,881f18b25bfffff
1308.05419921875,881f1d41c5fffff
651.9993896484375,881f1d4a6bfffff
3143.972900390625,881f18b02bfffff
1336.7496337890625,881f18b751fffff
2954.407470703125,881f1d41bdfffff
1288.648193359375,881f1d4d97fffff
2514.989013671875,881f1d4a39fffff
2846.072998046875,881f1d4dbdfffff
2580.66015625,881f1884ddfffff
1539.22119140625,881f18b73bfffff
2978.68896484375,881f18b239fffff
2116.42529296875,881f18b00bfffff
2517.931640625,881f1d4f39fffff
761.2353515625,881f1d4a45fffff
2799.354736328125,881f1d4d81fffff
2799.354736328125,881f1d4d89fffff
621.120849609375,881f1d4e0dfffff
1966.0810546875,881f18b711fffff
2910.2626953125,881f1d4c5bfffff
2910.2626953125,881f1d4c53fffff
2673.45751953125,881f1d4eadfffff
3129.31005859375,881f1d4abbfffff
467.1163635253906,881f1886c5fffff
2860.26806640625,881f1d4b27fffff
3218.664306640625,881f1d49b9fffff
2996.542724609375,881f1d4895fffff
3050.597412109375,881f1d4897fffff
3063.177001953125,881f18b0cdfffff
887.5239868164062,881f188465fffff
613.5674438476562,881f1886ebfffff
613.5674438476562,881f1886e3fffff
2103.66357421875,881f18b299fffff
3071.57373046875,881f1d4d59fffff
3002.76416015625,881f1d4187fffff
2354.106201171875,881f18b215fffff
362.1766662597656,881f18842bfffff
2601.8369140625,881f1d4f4bfffff
2456.0322265625,881f18b325fffff
2334.733154296875,881f18b235fffff
3043.653076171875,881f1d4821fffff
1514.06005859375,881f1d491dfffff
1514.06005859375,881f1d4957fffff
2247.715576171875,881f1d4dd1fffff
